学号,姓名,楼群,楼号,楼层,宿舍号,性别,是否有车
102072019089,刘兵,李苑,7,1,123,女,没有
102042019117,欧玉梅,李苑,7,1,124,女,没有
102042019125,陈兰英,李苑,7,1,124,女,有
102042019152,魏红,李苑,7,1,124,女,有
102042019081,叶桂英,李苑,7,1,124,女,没有
102002022170,廖俊,李苑,7,2,201,女,有
102002022180,陈凯,李苑,7,2,201,女,有
102002022162,谢春梅,李苑,7,2,201,女,有
102002022103,高丽华,李苑,7,2,201,女,没有
102012022038,熊玉珍,李苑,7,2,202,女,没有
102012022052,张平,李苑,7,2,202,女,没有
102012022109,韩博,李苑,7,2,202,女,有
102012022162,王桂兰,李苑,7,2,202,女,没有
102092022146,陆利,李苑,7,2,203,女,没有
102092022040,贾文,李苑,7,2,203,女,没有
102092022021,张莉,李苑,7,2,203,女,没有
102092022190,汪玉梅,李苑,7,2,203,女,没有
102082022137,张欢,李苑,7,2,204,女,有
102082022055,马旭,李苑,7,2,204,女,有
102082022007,费欣,李苑,7,2,204,女,没有
102082022062,宋丽,李苑,7,2,204,女,没有
102032022059,黄飞,李苑,7,2,205,女,有
102032022136,刘平,李苑,7,2,205,女,有
102032022087,彭凯,李苑,7,2,205,女,没有
102032022175,朱颖,李苑,7,2,205,女,有
102082022179,李飞,李苑,7,2,206,女,有
102082022045,王凯,李苑,7,2,206,女,有
102082022120,刘霞,李苑,7,2,206,女,没有
102082022096,周利,李苑,7,2,206,女,没有
102072022110,王梅,李苑,7,2,207,女,没有
102072022153,罗莉,李苑,7,2,207,女,有
102072022117,张娟,李苑,7,2,207,女,有
102072022026,孙东,李苑,7,2,207,女,没有
102032022070,韩涛,李苑,7,2,208,女,有
102032022015,安明,李苑,7,2,208,女,没有
102032022190,王敏,李苑,7,2,208,女,有
102032022132,王小红,李苑,7,2,208,女,有
102002022163,赵俊,李苑,7,2,209,女,没有
102002022122,陈楠,李苑,7,2,209,女,没有
102002022147,刘敏,李苑,7,2,209,女,有
102002022131,王桂英,李苑,7,2,209,女,有
102062022145,查桂芝,李苑,7,2,210,女,没有
102062022073,陈帅,李苑,7,2,210,女,有
102062022029,邓磊,李苑,7,2,210,女,没有
102062022053,杨雪梅,李苑,7,2,210,女,有
102002022159,隆丹,李苑,7,2,211,女,有
102002022170,吴帆,李苑,7,2,211,女,有
102002022195,萧丹丹,李苑,7,2,211,女,没有
102002022106,陈磊,李苑,7,2,211,女,有
102052022132,邓伟,李苑,7,2,212,女,有
102052022046,尚欢,李苑,7,2,212,女,有
102052022066,刘伟,李苑,7,2,212,女,有
102052022107,张娜,李苑,7,2,212,女,有
102062022001,廖帆,李苑,7,2,213,女,有
102062022168,张凤兰,李苑,7,2,213,女,没有
102062022017,徐阳,李苑,7,2,213,女,没有
102062022090,樊秀云,李苑,7,2,213,女,没有
102032022142,赵慧,李苑,7,2,214,女,有
102032022008,冷雷,李苑,7,2,214,女,有
102032022113,王宇,李苑,7,2,214,女,没有
102032022156,李玉珍,李苑,7,2,214,女,有
102082022150,崔婷婷,李苑,7,2,215,女,有
102082022002,欧阳娜,李苑,7,2,215,女,有
102082022010,张桂荣,李苑,7,2,215,女,没有
102082022193,何芳,李苑,7,2,215,女,有
102092022198,殷芳,李苑,7,2,216,女,没有
102092022071,姜杨,李苑,7,2,216,女,没有
102092022039,董林,李苑,7,2,216,女,有
102092022199,顾刚,李苑,7,2,216,女,没有
102062022070,崔桂珍,李苑,7,2,217,女,没有
102062022101,祝丽丽,李苑,7,2,217,女,有
102062022179,王小红,李苑,7,2,217,女,没有
102062022062,陈帆,李苑,7,2,217,女,没有
102082022036,孟宇,李苑,7,2,218,女,没有
102082022192,何亮,李苑,7,2,218,女,有
102082022108,程坤,李苑,7,2,218,女,没有
102082022051,牛雪梅,李苑,7,2,218,女,有
102032022078,陈桂芝,李苑,7,2,219,女,有
102032022113,罗杰,李苑,7,2,219,女,没有
102032022085,张博,李苑,7,2,219,女,有
102032022157,黄瑜,李苑,7,2,219,女,没有
102102022132,黄晶,李苑,7,2,220,女,没有
102102022026,刘柳,李苑,7,2,220,女,有
102102022027,王玉兰,李苑,7,2,220,女,有
102102022004,胡凯,李苑,7,2,220,女,没有
102092022016,宋凤英,李苑,7,2,221,女,有
102092022082,魏淑英,李苑,7,2,221,女,有
102092022017,杨帆,李苑,7,2,221,女,有
102092022154,朱东,李苑,7,2,221,女,有
102082022142,杨娜,李苑,7,2,222,女,没有
102082022106,吴柳,李苑,7,2,222,女,有
102082022086,马坤,李苑,7,2,222,女,有
102082022191,吴洁,李苑,7,2,222,女,有
102072022040,陈艳,李苑,7,2,223,女,有
102072022126,秦凯,李苑,7,2,223,女,没有
102072022005,黄淑兰,李苑,7,2,223,女,有
102072022091,李建国,李苑,7,2,223,女,没有
102032022109,陈春梅,李苑,7,2,224,女,有
102032022162,余辉,李苑,7,2,224,女,没有
102032022093,巫楠,李苑,7,2,224,女,没有
102032022062,张坤,李苑,7,2,224,女,没有
102012020136,黄建军,李苑,7,3,301,男,有
102012020048,张鹏,李苑,7,3,301,男,有
102012020164,厉伟,李苑,7,3,301,男,没有
102012020002,靳凯,李苑,7,3,301,男,有
102032020196,李勇,李苑,7,3,302,男,有
102032020128,萧桂兰,李苑,7,3,302,男,有
102032020070,刘彬,李苑,7,3,302,男,没有
102032020111,张飞,李苑,7,3,302,男,有
102102020151,王桂芳,李苑,7,3,303,男,没有
102102020182,王凤兰,李苑,7,3,303,男,没有
102102020010,徐桂珍,李苑,7,3,303,男,没有
102102020045,邢秀荣,李苑,7,3,303,男,没有
102092020180,李婷,李苑,7,3,304,男,有
102092020000,傅浩,李苑,7,3,304,男,没有
102092020190,杨艳,李苑,7,3,304,男,没有
102092020083,潘淑华,李苑,7,3,304,男,没有
102052020190,崔彬,李苑,7,3,305,男,没有
102052020156,季帅,李苑,7,3,305,男,没有
102052020013,王云,李苑,7,3,305,男,有
102052020013,许帆,李苑,7,3,305,男,有
102032020195,王强,李苑,7,3,306,男,有
102032020090,秦倩,李苑,7,3,306,男,没有
102032020032,刘杰,李苑,7,3,306,男,有
102032020155,冯桂芳,李苑,7,3,306,男,没有
102082020115,高磊,李苑,7,3,307,男,有
102082020135,张岩,李苑,7,3,307,男,有
102082020120,吴帅,李苑,7,3,307,男,有
102082020064,罗飞,李苑,7,3,307,男,有
102032020092,陈建华,李苑,7,3,308,男,没有
102032020131,贾阳,李苑,7,3,308,男,有
102032020097,陈秀荣,李苑,7,3,308,男,没有
102032020092,罗桂花,李苑,7,3,308,男,有
102102020122,范博,李苑,7,3,309,男,没有
102102020017,王平,李苑,7,3,309,男,没有
102102020191,王颖,李苑,7,3,309,男,有
102102020177,崔淑兰,李苑,7,3,309,男,有
102032020158,田婷婷,李苑,7,3,310,男,没有
102032020143,胡婷婷,李苑,7,3,310,男,没有
102032020008,谭东,李苑,7,3,310,男,有
102032020039,姚洁,李苑,7,3,310,男,没有
102002020030,刘丽华,李苑,7,3,311,男,有
102002020189,纪秀英,李苑,7,3,311,男,有
102002020191,吴凤兰,李苑,7,3,311,男,没有
102002020137,王桂香,李苑,7,3,311,男,有
102012020173,刘俊,李苑,7,3,312,男,有
102012020058,周飞,李苑,7,3,312,男,没有
102012020116,罗婷,李苑,7,3,312,男,有
102012020056,石梅,李苑,7,3,312,男,没有
102052020049,周莹,李苑,7,3,313,男,没有
102052020179,刘倩,李苑,7,3,313,男,没有
102052020048,郑岩,李苑,7,3,313,男,没有
102052020120,俞建军,李苑,7,3,313,男,没有
102072020002,李波,李苑,7,3,314,男,有
102072020134,方飞,李苑,7,3,314,男,有
102072020140,周秀梅,李苑,7,3,314,男,有
102072020059,牛洁,李苑,7,3,314,男,没有
102072020076,杨瑜,李苑,7,3,315,男,有
102072020192,黄秀云,李苑,7,3,315,男,没有
102072020013,朱帆,李苑,7,3,315,男,没有
102072020100,倪利,李苑,7,3,315,男,没有
102092020138,刘建军,李苑,7,3,316,男,有
102092020011,陈超,李苑,7,3,316,男,有
102092020136,张瑜,李苑,7,3,316,男,没有
102092020078,林秀芳,李苑,7,3,316,男,有
102012020197,王丽,李苑,7,3,317,男,没有
102012020175,江帅,李苑,7,3,317,男,有
102012020049,汪梅,李苑,7,3,317,男,没有
102012020001,陈玉华,李苑,7,3,317,男,没有
102102020139,张萍,李苑,7,3,318,男,有
102102020065,陈瑜,李苑,7,3,318,男,没有
102102020004,王兰英,李苑,7,3,318,男,没有
102102020154,马金凤,李苑,7,3,318,男,有
102102020151,宗博,李苑,7,3,319,男,没有
102102020117,刘凤英,李苑,7,3,319,男,没有
102102020008,张辉,李苑,7,3,319,男,没有
102102020125,解伟,李苑,7,3,319,男,没有
102092020090,郝燕,李苑,7,3,320,男,没有
102092020054,王雷,李苑,7,3,320,男,有
102092020151,邓秀芳,李苑,7,3,320,男,有
102092020167,张鹏,李苑,7,3,320,男,有
102092020075,莫宁,李苑,7,3,321,男,有
102092020044,吴杰,李苑,7,3,321,男,没有
102092020127,程海燕,李苑,7,3,321,男,有
102092020090,隋秀梅,李苑,7,3,321,男,有
102022020018,刘秀兰,李苑,7,3,322,男,有
102022020136,阮颖,李苑,7,3,322,男,没有
102022020028,戴秀云,李苑,7,3,322,男,没有
102022020092,陈平,李苑,7,3,322,男,没有
102102020071,黄艳,李苑,7,3,323,男,没有
102102020190,吴杰,李苑,7,3,323,男,没有
102102020059,佘燕,李苑,7,3,323,男,没有
102102020073,罗凯,李苑,7,3,323,男,有
102032020021,石玉英,李苑,7,3,324,男,没有
102032020163,王桂花,李苑,7,3,324,男,有
102032020159,康霞,李苑,7,3,324,男,没有
102032020026,文鑫,李苑,7,3,324,男,有
102082022140,季小红,李苑,7,4,401,男,没有
102082022020,陆金凤,李苑,7,4,401,男,有
102082022037,梁淑珍,李苑,7,4,401,男,没有
102082022080,孙亮,李苑,7,4,401,男,没有
102052022027,陈鹏,李苑,7,4,402,男,没有
102052022080,袁秀珍,李苑,7,4,402,男,有
102052022080,林坤,李苑,7,4,402,男,有
102052022116,武想,李苑,7,4,402,男,有
102032022175,王宁,李苑,7,4,403,男,有
102032022099,郑楠,李苑,7,4,403,男,有
102032022024,武建军,李苑,7,4,403,男,有
102032022038,赵军,李苑,7,4,403,男,有
102032022093,张梅,李苑,7,4,404,男,没有
102032022176,熊静,李苑,7,4,404,男,没有
102032022027,朱瑞,李苑,7,4,404,男,没有
102032022073,高桂珍,李苑,7,4,404,男,没有
102052022142,王桂珍,李苑,7,4,405,男,没有
102052022142,林云,李苑,7,4,405,男,有
102052022038,徐淑英,李苑,7,4,405,男,没有
102052022165,黄瑞,李苑,7,4,405,男,有
102032022010,程瑞,李苑,7,4,406,男,有
102032022004,杨瑜,李苑,7,4,406,男,没有
102032022035,汪坤,李苑,7,4,406,男,有
102032022035,冯刚,李苑,7,4,406,男,没有
102042022199,贾红霞,李苑,7,4,407,男,有
102042022187,康莹,李苑,7,4,407,男,没有
102042022015,钟淑兰,李苑,7,4,407,男,没有
102042022171,刘雷,李苑,7,4,407,男,有
102102022165,程婷婷,李苑,7,4,408,男,没有
102102022113,范云,李苑,7,4,408,男,有
102102022067,王春梅,李苑,7,4,408,男,没有
102102022110,王晨,李苑,7,4,408,男,有
102082022034,文桂兰,李苑,7,4,409,男,没有
102082022146,赵凤兰,李苑,7,4,409,男,有
102082022025,高伟,李苑,7,4,409,男,有
102082022040,秦洋,李苑,7,4,409,男,没有
102022022065,蒋桂荣,李苑,7,4,410,男,有
102022022198,廖鹏,李苑,7,4,410,男,没有
102022022127,罗丽丽,李苑,7,4,410,男,有
102022022021,陈静,李苑,7,4,410,男,没有
102002022137,李红梅,李苑,7,4,411,男,有
102002022124,戴帅,李苑,7,4,411,男,有
102002022032,鞠婷,李苑,7,4,411,男,有
102002022086,陈明,李苑,7,4,411,男,没有
102002022153,张建国,李苑,7,4,412,男,没有
102002022062,冉健,李苑,7,4,412,男,有
102002022131,朱晨,李苑,7,4,412,男,有
102002022077,岳玉华,李苑,7,4,412,男,有
102032022150,汤慧,李苑,7,4,413,男,没有
102032022085,李海燕,李苑,7,4,413,男,没有
102032022076,王龙,李苑,7,4,413,男,有
102032022141,秦慧,李苑,7,4,413,男,有
102072022046,汪秀珍,李苑,7,4,414,男,没有
102072022012,赵鹏,李苑,7,4,414,男,没有
102072022048,李静,李苑,7,4,414,男,没有
102072022124,郭佳,李苑,7,4,414,男,有
102042022042,葛龙,李苑,7,4,415,男,没有
102042022079,周玉珍,李苑,7,4,415,男,没有
102042022200,李旭,李苑,7,4,415,男,有
102042022171,李淑兰,李苑,7,4,415,男,没有
102012022046,张瑞,李苑,7,4,416,男,没有
102012022002,王强,李苑,7,4,416,男,有
102012022038,臧旭,李苑,7,4,416,男,有
102012022099,曹华,李苑,7,4,416,男,没有
102082022131,帅明,李苑,7,4,417,男,没有
102082022111,唐丽华,李苑,7,4,417,男,有
102082022018,林丽丽,李苑,7,4,417,男,有
102082022063,蔡建平,李苑,7,4,417,男,有
102002022116,朱超,李苑,7,4,418,男,有
102002022181,王丽娟,李苑,7,4,418,男,没有
102002022095,张岩,李苑,7,4,418,男,没有
102002022120,徐利,李苑,7,4,418,男,没有
102052022165,杨杰,李苑,7,4,419,男,没有
102052022180,傅秀珍,李苑,7,4,419,男,没有
102052022072,陈桂兰,李苑,7,4,419,男,没有
102052022197,苗红,李苑,7,4,419,男,有
102082022162,蒋洁,李苑,7,4,420,男,没有
102082022183,张娜,李苑,7,4,420,男,有
102082022098,孙畅,李苑,7,4,420,男,没有
102082022153,尹海燕,李苑,7,4,420,男,有
102062022176,邱梅,李苑,7,4,421,男,没有
102062022050,黄利,李苑,7,4,421,男,没有
102062022152,陈桂花,李苑,7,4,421,男,有
102062022078,王璐,李苑,7,4,421,男,有
102092022140,赵建军,李苑,7,4,422,男,没有
102092022032,宗桂荣,李苑,7,4,422,男,有
102092022107,夏艳,李苑,7,4,422,男,有
102092022145,苏琴,李苑,7,4,422,男,没有
102012022152,周建平,李苑,7,4,423,男,有
102012022104,赵畅,李苑,7,4,423,男,有
102012022154,鲁洁,李苑,7,4,423,男,有
102012022034,朱亮,李苑,7,4,423,男,有
102052022151,任桂英,李苑,7,4,424,男,有
102052022015,冯欣,李苑,7,4,424,男,没有
102052022054,李平,李苑,7,4,424,男,没有
102052022200,郭建平,李苑,7,4,424,男,没有
126032020080,刘涛,李苑,8,1,101,女,有
126032020077,徐红梅,李苑,8,1,101,女,没有
126032020035,许凤兰,李苑,8,1,101,女,有
126032020042,王艳,李苑,8,1,101,女,有
126062020118,支婷婷,李苑,8,1,102,女,没有
126062020151,邓辉,李苑,8,1,102,女,没有
126062020133,顾秀荣,李苑,8,1,102,女,有
126062020137,张斌,李苑,8,1,102,女,有
126002020132,杨冬梅,李苑,8,1,103,女,没有
126002020099,孔莹,李苑,8,1,103,女,有
126002020163,王刚,李苑,8,1,103,女,没有
126002020063,王淑华,李苑,8,1,103,女,有
126102020091,白颖,李苑,8,1,104,女,没有
126102020101,郑丽,李苑,8,1,104,女,没有
126102020079,刘龙,李苑,8,1,104,女,没有
126102020185,李琴,李苑,8,1,104,女,有
126102020097,林平,李苑,8,1,105,女,有
126102020172,李燕,李苑,8,1,105,女,有
126102020015,苗兵,李苑,8,1,105,女,有
126102020035,王志强,李苑,8,1,105,女,有
126062020029,马玉英,李苑,8,1,106,女,没有
126062020142,王萍,李苑,8,1,106,女,有
126062020055,殷英,李苑,8,1,106,女,有
126062020125,刘鑫,李苑,8,1,106,女,有
126062020144,姜亮,李苑,8,1,107,女,有
126062020106,陈斌,李苑,8,1,107,女,没有
126062020185,李辉,李苑,8,1,107,女,没有
126062020053,谭杰,李苑,8,1,107,女,有
126102020024,卢建,李苑,8,1,108,女,有
126102020055,魏秀英,李苑,8,1,108,女,有
126102020017,郑秀荣,李苑,8,1,108,女,有
126102020071,陈秀梅,李苑,8,1,108,女,没有
126062020101,王洁,李苑,8,1,109,女,没有
126062020022,易海燕,李苑,8,1,109,女,没有
126062020093,王强,李苑,8,1,109,女,有
126062020057,聂斌,李苑,8,1,109,女,有
126002020054,孙涛,李苑,8,1,110,女,没有
126002020086,刘想,李苑,8,1,110,女,有
126002020071,钟俊,李苑,8,1,110,女,有
126002020138,谭龙,李苑,8,1,110,女,没有
126052020095,郝玉英,李苑,8,1,111,女,没有
126052020039,王娟,李苑,8,1,111,女,有
126052020162,张晶,李苑,8,1,111,女,没有
126052020005,陈旭,李苑,8,1,111,女,有
126002020077,唐晨,李苑,8,1,112,女,没有
126002020124,张飞,李苑,8,1,112,女,有
126002020011,胡俊,李苑,8,1,112,女,没有
126002020172,黄志强,李苑,8,1,112,女,有
126052020111,周建平,李苑,8,1,113,女,有
126052020183,梁畅,李苑,8,1,113,女,有
126052020061,周倩,李苑,8,1,113,女,没有
126052020170,许芳,李苑,8,1,113,女,没有
126062020023,孙桂珍,李苑,8,1,114,女,没有
126062020045,王丽华,李苑,8,1,114,女,有
126062020156,刘桂花,李苑,8,1,114,女,没有
126062020133,李飞,李苑,8,1,114,女,有
126032020157,陈玉英,李苑,8,1,115,女,没有
126032020042,潘勇,李苑,8,1,115,女,有
126032020020,赖亮,李苑,8,1,115,女,没有
126032020144,林淑珍,李苑,8,1,115,女,有
126022020162,周琴,李苑,8,1,116,女,没有
126022020198,伍志强,李苑,8,1,116,女,没有
126022020023,黄涛,李苑,8,1,116,女,有
126022020084,龙桂荣,李苑,8,1,116,女,没有
126092020037,赵凤兰,李苑,8,1,117,女,没有
126092020178,万帆,李苑,8,1,117,女,没有
126092020016,徐莉,李苑,8,1,117,女,有
126092020100,丁超,李苑,8,1,117,女,没有
126032020072,马瑜,李苑,8,1,118,女,有
126032020144,李雪,李苑,8,1,118,女,有
126032020117,张淑兰,李苑,8,1,118,女,没有
126032020109,徐亮,李苑,8,1,118,女,有
126032020127,王淑珍,李苑,8,1,119,女,没有
126032020126,陈洁,李苑,8,1,119,女,没有
126032020181,王丹丹,李苑,8,1,119,女,没有
126032020072,杨建国,李苑,8,1,119,女,没有
126022020092,聂金凤,李苑,8,1,120,女,没有
126022020045,田畅,李苑,8,1,120,女,没有
126022020118,陈桂荣,李苑,8,1,120,女,没有
126022020088,陈丽华,李苑,8,1,120,女,没有
126102020097,郝丽华,李苑,8,1,121,女,有
126102020100,叶艳,李苑,8,1,121,女,没有
126102020095,刘桂英,李苑,8,1,121,女,有
126102020100,李华,李苑,8,1,121,女,没有
126062020042,刘雪梅,李苑,8,1,122,女,没有
126062020098,刘俊,李苑,8,1,122,女,有
126062020102,韦欣,李苑,8,1,122,女,有
126062020038,俞洋,李苑,8,1,122,女,有
126032020155,陈瑜,李苑,8,1,123,女,有
126032020130,巩淑兰,李苑,8,1,123,女,没有
126032020019,秦建军,李苑,8,1,123,女,有
126032020119,任雪,李苑,8,1,123,女,有
126002020076,尹静,李苑,8,1,124,女,有
126002020067,伍秀梅,李苑,8,1,124,女,没有
126002020143,李秀兰,李苑,8,1,124,女,没有
126002020138,郭建华,李苑,8,1,124,女,没有
126062021103,宋帆,李苑,8,2,201,男,没有
126062021091,李波,李苑,8,2,201,男,有
126062021117,蒲芳,李苑,8,2,201,男,没有
126062021057,戴颖,李苑,8,2,201,男,没有
126072021200,孙建华,李苑,8,2,202,男,没有
126072021078,甘桂荣,李苑,8,2,202,男,没有
126072021104,李丽,李苑,8,2,202,男,有
126072021077,杨利,李苑,8,2,202,男,有
126062021081,黎桂芝,李苑,8,2,203,男,有
126062021018,梁玲,李苑,8,2,203,男,有
126062021050,李淑珍,李苑,8,2,203,男,没有
126062021104,焦秀兰,李苑,8,2,203,男,没有
126052021054,陈莹,李苑,8,2,204,男,有
126052021184,李倩,李苑,8,2,204,男,没有
126052021071,杨桂芝,李苑,8,2,204,男,没有
126052021037,周建华,李苑,8,2,204,男,没有
126102021014,金英,李苑,8,2,205,男,有
126102021050,程云,李苑,8,2,205,男,有
126102021169,彭桂荣,李苑,8,2,205,男,有
126102021154,顾桂珍,李苑,8,2,205,男,没有
126102021091,刘伟,李苑,8,2,206,男,没有
126102021047,姚勇,李苑,8,2,206,男,有
126102021129,苏玉,李苑,8,2,206,男,没有
126102021158,严玉华,李苑,8,2,206,男,没有
126062021059,张璐,李苑,8,2,207,男,有
126062021104,雷娟,李苑,8,2,207,男,有
126062021135,吴波,李苑,8,2,207,男,没有
126062021038,王彬,李苑,8,2,207,男,没有
126042021127,郭明,李苑,8,2,208,男,有
126042021190,何春梅,李苑,8,2,208,男,有
126042021061,王兰英,李苑,8,2,208,男,有
126042021106,何秀英,李苑,8,2,208,男,有
126032021159,席淑华,李苑,8,2,209,男,有
126032021015,白丹丹,李苑,8,2,209,男,没有
126032021111,张淑兰,李苑,8,2,209,男,有
126032021087,刘建国,李苑,8,2,209,男,有
126012021143,段丽娟,李苑,8,2,210,男,有
126012021116,高玉英,李苑,8,2,210,男,没有
126012021078,罗洁,李苑,8,2,210,男,有
126012021048,沈燕,李苑,8,2,210,男,有
126062021173,叶建军,李苑,8,2,211,男,有
126062021064,李金凤,李苑,8,2,211,男,没有
126062021179,刘梅,李苑,8,2,211,男,有
126062021171,蔡帅,李苑,8,2,211,男,没有
126102021192,李辉,李苑,8,2,212,男,没有
126102021161,沈艳,李苑,8,2,212,男,没有
126102021121,陈帆,李苑,8,2,212,男,没有
126102021040,王建华,李苑,8,2,212,男,没有
126072021172,张霞,李苑,8,2,213,男,没有
126072021135,朱秀英,李苑,8,2,213,男,有
126072021003,邓琳,李苑,8,2,213,男,没有
126072021147,郑涛,李苑,8,2,213,男,有
126082021004,高婷,李苑,8,2,214,男,没有
126082021077,陈明,李苑,8,2,214,男,没有
126082021017,胡楠,李苑,8,2,214,男,有
126082021184,王畅,李苑,8,2,214,男,有
126022021186,刘红霞,李苑,8,2,215,男,没有
126022021112,张涛,李苑,8,2,215,男,没有
126022021061,张鹏,李苑,8,2,215,男,没有
126022021044,廖秀梅,李苑,8,2,215,男,有
126102021025,李瑞,李苑,8,2,216,男,没有
126102021188,李燕,李苑,8,2,216,男,有
126102021135,毛刚,李苑,8,2,216,男,没有
126102021070,李小红,李苑,8,2,216,男,没有
126082021177,祝成,李苑,8,2,217,男,有
126082021149,韩红梅,李苑,8,2,217,男,有
126082021136,聂兰英,李苑,8,2,217,男,没有
126082021123,李涛,李苑,8,2,217,男,有
126052021174,赵兵,李苑,8,2,218,男,有
126052021056,张丽,李苑,8,2,218,男,有
126052021148,郑玉兰,李苑,8,2,218,男,有
126052021094,洪秀兰,李苑,8,2,218,男,有
126012021193,田磊,李苑,8,2,219,男,没有
126012021130,瞿桂兰,李苑,8,2,219,男,没有
126012021052,左琳,李苑,8,2,219,男,有
126012021053,梁坤,李苑,8,2,219,男,有
126072021090,王欢,李苑,8,2,220,男,有
126072021173,刘楠,李苑,8,2,220,男,有
126072021114,张建军,李苑,8,2,220,男,有
126072021067,张秀云,李苑,8,2,220,男,没有
126092021013,杨秀英,李苑,8,2,221,男,有
126092021181,王英,李苑,8,2,221,男,有
126092021184,许飞,李苑,8,2,221,男,有
126092021198,崔艳,李苑,8,2,221,男,有
126022021087,徐杨,李苑,8,2,222,男,没有
126022021061,陈宁,李苑,8,2,222,男,没有
126022021059,张玉英,李苑,8,2,222,男,没有
126022021038,张春梅,李苑,8,2,222,男,有
126092021171,卢杨,李苑,8,2,223,男,没有
126092021060,佟慧,李苑,8,2,223,男,没有
126092021139,赵秀华,李苑,8,2,223,男,有
126092021188,金明,李苑,8,2,223,男,没有
126002021091,焦欣,李苑,8,2,224,男,有
126002021088,周波,李苑,8,2,224,男,有
126002021141,刘丹,李苑,8,2,224,男,没有
126002021071,陈玉华,李苑,8,2,224,男,没有
126072020040,卢磊,李苑,8,3,301,男,没有
126072020100,梁洋,李苑,8,3,301,男,没有
126072020177,谢璐,李苑,8,3,301,男,有
126072020113,何晨,李苑,8,3,301,男,没有
126022020058,朱璐,李苑,8,3,302,男,有
126022020108,申洋,李苑,8,3,302,男,没有
126022020146,张岩,李苑,8,3,302,男,有
126022020159,董丽丽,李苑,8,3,302,男,没有
126052020137,吴桂芝,李苑,8,3,303,男,没有
126052020043,乌欣,李苑,8,3,303,男,没有
126052020043,修阳,李苑,8,3,303,男,有
126052020170,赵飞,李苑,8,3,303,男,没有
126092020147,祝阳,李苑,8,3,304,男,没有
126092020138,刘杰,李苑,8,3,304,男,有
126092020135,孟晨,李苑,8,3,304,男,没有
126092020060,段彬,李苑,8,3,304,男,有
126092020184,袁秀兰,李苑,8,3,305,男,有
126092020004,江雪,李苑,8,3,305,男,有
126092020085,徐秀兰,李苑,8,3,305,男,有
126092020113,李俊,李苑,8,3,305,男,没有
126052020044,张小红,李苑,8,3,306,男,有
126052020069,刘凯,李苑,8,3,306,男,没有
126052020078,秦浩,李苑,8,3,306,男,有
126052020180,董军,李苑,8,3,306,男,没有
126002020196,唐亮,李苑,8,3,307,男,没有
126002020118,宋雪,李苑,8,3,307,男,没有
126002020141,张宇,李苑,8,3,307,男,没有
126002020089,郭丽娟,李苑,8,3,307,男,有
126062020126,邢辉,李苑,8,3,308,男,没有
126062020122,孙凤英,李苑,8,3,308,男,没有
126062020197,张秀珍,李苑,8,3,308,男,没有
126062020157,余淑兰,李苑,8,3,308,男,有
126012020090,王建军,李苑,8,3,309,男,没有
126012020009,邹龙,李苑,8,3,309,男,没有
126012020077,孙晨,李苑,8,3,309,男,有
126012020197,卢凯,李苑,8,3,309,男,有
126092020008,李娟,李苑,8,3,310,男,有
126092020151,何桂英,李苑,8,3,310,男,有
126092020105,敖建国,李苑,8,3,310,男,有
126092020183,陈峰,李苑,8,3,310,男,有
126052020162,方玉梅,李苑,8,3,311,男,有
126052020017,孙淑珍,李苑,8,3,311,男,没有
126052020189,朱春梅,李苑,8,3,311,男,没有
126052020155,许桂珍,李苑,8,3,311,男,有
126072020188,朱斌,李苑,8,3,312,男,有
126072020166,邹建,李苑,8,3,312,男,有
126072020164,孟坤,李苑,8,3,312,男,没有
126072020180,雷琴,李苑,8,3,312,男,有
126042020134,曾兰英,李苑,8,3,313,男,有
126042020043,倪雷,李苑,8,3,313,男,没有
126042020186,孔东,李苑,8,3,313,男,有
126042020181,余云,李苑,8,3,313,男,没有
126042020135,周俊,李苑,8,3,314,男,没有
126042020091,李晨,李苑,8,3,314,男,没有
126042020199,张桂芝,李苑,8,3,314,男,有
126042020180,杨斌,李苑,8,3,314,男,有
126072020099,林建华,李苑,8,3,315,男,没有
126072020069,苏帆,李苑,8,3,315,男,有
126072020125,葛明,李苑,8,3,315,男,有
126072020182,吴阳,李苑,8,3,315,男,有
126032020097,徐斌,李苑,8,3,316,男,有
126032020185,成文,李苑,8,3,316,男,有
126032020146,刘宇,李苑,8,3,316,男,有
126032020065,夏建平,李苑,8,3,316,男,没有
126102020137,王洁,李苑,8,3,317,男,有
126102020123,陶岩,李苑,8,3,317,男,没有
126102020071,吴雷,李苑,8,3,317,男,没有
126102020129,陈玉珍,李苑,8,3,317,男,没有
126072020121,周燕,李苑,8,3,318,男,没有
126072020133,李凯,李苑,8,3,318,男,没有
126072020124,谢淑华,李苑,8,3,318,男,有
126072020197,钱建华,李苑,8,3,318,男,有
126102020051,冯淑兰,李苑,8,3,319,男,没有
126102020044,胡刚,李苑,8,3,319,男,没有
126102020188,戴斌,李苑,8,3,319,男,没有
126102020076,许晨,李苑,8,3,319,男,有
126022020140,张丽华,李苑,8,3,320,男,有
126022020023,任颖,李苑,8,3,320,男,有
126022020035,刘红霞,李苑,8,3,320,男,没有
126022020019,周博,李苑,8,3,320,男,有
126002020139,王璐,李苑,8,3,321,男,有
126002020078,刘淑兰,李苑,8,3,321,男,有
126002020005,傅雪,李苑,8,3,321,男,没有
126002020120,裴秀芳,李苑,8,3,321,男,没有
